rows,dim,dtype,format,warps,lanes,trial,had_ms,fused_ms
32,1024,1,1,4,64,2,0.0119262,0.035276
32,1024,1,1,8,64,2,0.0114644,0.0338007
32,1024,1,1,16,64,2,0.0111874,0.0328688
32,1024,1,1,1,32,2,0.0218214,0.062838
32,1024,1,1,2,32,2,0.02281,0.0632156
32,1024,1,1,4,32,2,0.0215766,0.0601418
32,1024,1,1,8,32,2,0.0211886,0.0589706
32,1024,1,1,16,32,2,0.020746,0.0583854
32,1024,2,0,2,64,0,0.0132634,0.0235532
32,1024,2,0,4,64,0,0.0123323,0.0216474
32,1024,2,0,8,64,0,0.0118876,0.0207484
32,1024,2,0,16,64,0,0.0116427,0.0204824
32,1024,2,0,1,32,0,0.0228226,0.0406547
32,1024,2,0,2,32,0,0.0230236,0.0407077
32,1024,2,0,4,32,0,0.0227577,0.0384847
32,1024,2,0,8,32,0,0.0223592,0.037954
32,1024,2,0,16,32,0,0.0220712,0.0376478
32,1024,2,0,2,64,1,0.0131576,0.023362
32,1024,2,0,4,64,1,0.0122896,0.0216033
32,1024,2,0,8,64,1,0.0118826,0.0207456
32,1024,2,0,16,64,1,0.011642,0.0204806
32,1024,2,0,16,32,1,0.0220713,0.0376427
32,1024,2,0,8,32,1,0.0223747,0.0379567
32,1024,2,0,4,32,1,0.0227634,0.0385263
32,1024,2,0,2,32,1,0.0230127,0.0407068
32,1024,2,0,1,32,1,0.0227983,0.0407347
32,1024,2,0,2,64,2,0.0131534,0.0233378
32,1024,2,0,4,64,2,0.012283,0.0215973
32,1024,2,0,8,64,2,0.0118763,0.0207627
32,1024,2,0,16,64,2,0.0116386,0.0204782
32,1024,2,0,1,32,2,0.0228157,0.0407264
32,1024,2,0,2,32,2,0.0230019,0.0406764
32,1024,2,0,4,32,2,0.0227473,0.0385006
32,1024,2,0,8,32,2,0.0223717,0.0379767
32,1024,2,0,16,32,2,0.0220733,0.037686
32,1024,2,1,2,64,0,0.0131623,0.0383628
32,1024,2,1,4,64,0,0.0122743,0.0351336
32,1024,2,1,8,64,0,0.0118726,0.0339186
32,1024,2,1,16,64,0,0.0116369,0.0330002
32,1024,2,1,1,32,0,0.0224562,0.0631344
32,1024,2,1,2,32,0,0.0230742,0.0635394
32,1024,2,1,4,32,0,0.0227811,0.0604589
32,1024,2,1,8,32,0,0.0227556,0.0594127
32,1024,2,1,16,32,0,0.022078,0.0588239
32,1024,2,1,2,64,1,0.0132531,0.0385067
32,1024,2,1,4,64,1,0.0123344,0.0358432
32,1024,2,1,8,64,1,0.0119117,0.033933
32,1024,2,1,16,64,1,0.0116624,0.0330454
32,1024,2,1,16,32,1,0.0220181,0.0587666
32,1024,2,1,8,32,1,0.0227711,0.0593499
32,1024,2,1,4,32,1,0.0228108,0.0605473
32,1024,2,1,2,32,1,0.0232156,0.0640949
32,1024,2,1,1,32,1,0.0227028,0.0640322
32,1024,2,1,2,64,2,0.0133257,0.0388726
32,1024,2,1,4,64,2,0.0124033,0.0354582
