rows,dim,dtype,format,warps,trial,had_ms,fused_ms
8192,128,1,0,2,1,0.00318805,0.00381611
8192,128,1,0,1,1,0.00355669,0.00425984
8192,128,1,0,1,2,0.00356352,0.00425941
8192,128,1,0,2,2,0.0031808,0.00380928
8192,128,1,0,4,2,0.00312661,0.00374784
8192,128,1,0,8,2,0.00315392,0.00380245
8192,128,1,0,16,2,0.00337237,0.00411605
8192,128,1,1,1,0,0.00355669,0.0100011
8192,128,1,1,2,0,0.00318805,0.00871765
8192,128,1,1,4,0,0.00482645,0.0117692
8192,128,1,1,8,0,0.00437589,0.0117754
8192,128,1,1,16,0,0.00360448,0.00986453
8192,128,1,1,16,1,0.00350208,0.00982357
8192,128,1,1,8,1,0.00357035,0.00986453
8192,128,1,1,4,1,0.00314027,0.00852651
8192,128,1,1,2,1,0.00318123,0.00873109
8192,128,1,1,1,1,0.00357717,0.0100147
8192,128,1,1,1,2,0.00357717,0.0100215
8192,128,1,1,2,2,0.00320853,0.00874496
8192,128,1,1,4,2,0.00314027,0.00851285
8192,128,1,1,8,2,0.00316075,0.00866987
8192,128,1,1,16,2,0.0033792,0.0094208
8192,128,2,0,1,0,0.003584,0.00429397
8192,128,2,0,2,0,0.00319488,0.00382976
8192,128,2,0,4,0,0.0031328,0.00378197
8192,128,2,0,8,0,0.00316075,0.00383659
8192,128,2,0,16,0,0.00336555,0.00412331
8192,128,2,0,16,1,0.00339285,0.00413013
8192,128,2,0,8,1,0.00316075,0.00383659
8192,128,2,0,4,1,0.00314027,0.00377515
8192,128,2,0,2,1,0.00320171,0.00382976
8192,128,2,0,1,1,0.00366592,0.00428715
8192,128,2,0,1,2,0.003584,0.00428715
8192,128,2,0,2,2,0.00318805,0.00382976
8192,128,2,0,4,2,0.00314709,0.00378197
8192,128,2,0,8,2,0.00316715,0.00382976
8192,128,2,0,16,2,0.00337237,0.00413696
8192,128,2,1,1,0,0.00357717,0.0100284
8192,128,2,1,2,0,0.00318805,0.00882005
8192,128,2,1,4,0,0.00314027,0.00856064
8192,128,2,1,8,0,0.00316075,0.00873813
8192,128,2,1,16,0,0.00337237,0.00943445
8192,128,2,1,16,1,0.00337237,0.00942763
8192,128,2,1,8,1,0.00316117,0.00873109
8192,128,2,1,4,1,0.00314027,0.00857387
8192,128,2,1,2,1,0.00318123,0.00881301
8192,128,2,1,1,1,0.00357035,0.0100352
8192,128,2,1,1,2,0.00357035,0.0100482
8192,128,2,1,2,2,0.00318848,0.00881323
8192,128,2,1,4,2,0.00312661,0.00855381
8192,128,2,1,8,2,0.00316757,0.00869717
8192,128,2,1,16,2,0.00338603,0.00946176
8192,256,1,0,1,0,0.00557056,0.00657408
8192,256,1,0,2,0,0.00446464,0.00589141
8192,256,1,0,4,0,0.00426667,0.0058368
8192,256,1,0,8,0,0.00429333,0.00559787
8192,256,1,0,16,0,0.00464896,0.00589824
8192,256,1,0,16,1,0.00463531,0.00590507
8192,256,1,0,8,1,0.00431445,0.00560469
8192,256,1,0,4,1,0.00424619,0.00584363
8192,256,1,0,2,1,0.00447147,0.00590507
8192,256,1,0,1,1,0.00556373,0.0065536
8192,256,1,0,1,2,0.00555691,0.00657408
8192,256,1,0,2,2,0.00447147,0.00589824
8192,256,1,0,4,2,0.00425301,0.00585664
8192,256,1,0,8,2,0.0043008,0.00559104
8192,256,1,0,16,2,0.00463531,0.00589141
8192,256,1,1,1,0,0.00556373,0.0150869
8192,256,1,1,2,0,0.00448512,0.0127454
8192,256,1,1,4,0,0.00425301,0.0123358
8192,256,1,1,8,0,0.0043008,0.0122402
8192,256,1,1,16,0,0.00462165,0.0128887
8192,256,1,1,16,1,0.00463531,0.0128887
8192,256,1,1,8,1,0.0043008,0.0122675
